order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,discount,payment_method,city,status,total_amount
ORD002248,CUS01119,2026-05-22,P005,Men T-Shirt,Fashion,2,250000,0.0,Cash,Da Nang,Completed,500000.0
ORD002250,CUS00535,2026-08-26,P010,Vacuum Cleaner,Home Appliances,2,4200000,0.0,Banking,Ho Chi Minh,Completed,8400000.0
ORD002251,CUS00120,2026-08-25,P003,Samsung Galaxy S24,Electronics,1,18000000,0.05,Banking,Nha Trang,Cancelled,17100000.0
ORD002252,CUS00720,2026-02-16,P001,Laptop ASUS,Electronics,1,25000000,0.2,Cash,Ho Chi Minh,Completed,20000000.0
ORD002253,CUS01580,2026-06-13,P013,Lipstick,Beauty,1,450000,0.05,Banking,Hue,Completed,427500.0
ORD002254,CUS01055,2026-06-11,P002,iPhone 15,Electronics,1,22000000,0.0,Credit Card,Ho Chi Minh,Completed,22000000.0
ORD002255,CUS01334,2026-06-26,P011,Python Programming Book,Books,1,300000,0.15,E-Wallet,Ho Chi Minh,Completed,255000.0
ORD002256,CUS00771,2026-08-22,P015,Badminton Racket,Sports,3,900000,0.2,E-Wallet,Can Tho,Completed,2160000.0
ORD002257,CUS00103,2026-04-14,P007,Nike Sneakers,Fashion,1,2500000,0.0,E-Wallet,Vung Tau,Completed,2500000.0
ORD002258,CUS00746,2026-05-15,P014,Yoga Mat,Sports,1,400000,0.0,Credit Card,Bien Hoa,Completed,400000.0
ORD002259,CUS01976,2026-03-26,P006,Women Dress,Fashion,2,650000,0.15,Banking,Ho Chi Minh,Pending,1105000.0
ORD002260,CUS00529,2026-07-29,P006,Women Dress,Fashion,1,650000,0.0,E-Wallet,Ho Chi Minh,Completed,650000.0
ORD002261,CUS00593,2026-01-13,P012,Data Engineering Book,Books,2,450000,0.15,Cash,Ho Chi Minh,Completed,765000.0
ORD002262,CUS01909,2026-07-06,P012,Data Engineering Book,Books,3,450000,0.0,Banking,Ho Chi Minh,Returned,1350000.0
ORD002263,CUS00926,2026-05-29,P013,Lipstick,Beauty,1,450000,0.2,Credit Card,Ha Noi,Completed,360000.0
ORD002264,CUS00138,2026-04-04,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.05,Cash,Ho Chi Minh,Completed,3990000.0
ORD002265,CUS01031,2026-07-09,P014,Yoga Mat,Sports,2,400000,0.15,Cash,Hue,Completed,680000.0
ORD002266,CUS01100,2026-01-16,P015,Badminton Racket,Sports,2,900000,0.1,Credit Card,Ha Noi,Completed,1620000.0
ORD002267,CUS01792,2026-01-19,P004,Sony Headphones,Electronics,2,3500000,0.05,Credit Card,Bien Hoa,Completed,6650000.0
ORD002268,CUS00560,2026-05-23,P013,Lipstick,Beauty,1,450000,0.05,E-Wallet,Can Tho,Completed,427500.0
ORD002269,CUS01496,2026-02-06,P003,Samsung Galaxy S24,Electronics,1,18000000,0.15,Banking,Bien Hoa,Cancelled,15300000.0
ORD002270,CUS00467,2026-05-23,P006,Women Dress,Fashion,2,650000,0.1,E-Wallet,Da Nang,Completed,1170000.0
ORD002271,CUS01995,2026-07-06,P006,Women Dress,Fashion,1,650000,0.05,E-Wallet,Ho Chi Minh,Completed,617500.0
ORD002272,CUS01142,2026-07-08,P011,Python Programming Book,Books,2,300000,0.05,Credit Card,Bien Hoa,Returned,570000.0
ORD002273,CUS00065,2026-07-14,P001,Laptop ASUS,Electronics,1,25000000,0.2,Credit Card,Can Tho,Completed,20000000.0
ORD002274,CUS01782,2026-03-29,P003,Samsung Galaxy S24,Electronics,1,18000000,0.0,E-Wallet,Ho Chi Minh,Completed,18000000.0
ORD002275,CUS00585,2026-07-20,P008,Rice Cooker,Home Appliances,3,1500000,0.2,E-Wallet,Hai Phong,Completed,3600000.0
ORD002276,CUS00174,2026-05-29,P014,Yoga Mat,Sports,3,400000,0.0,Banking,Ho Chi Minh,Completed,1200000.0
ORD002277,CUS00341,2026-05-01,P012,Data Engineering Book,Books,1,450000,0.15,Credit Card,Hai Phong,Pending,382500.0
ORD002278,CUS00973,2026-04-01,P015,Badminton Racket,Sports,2,900000,0.0,E-Wallet,Ho Chi Minh,Completed,1800000.0
ORD002279,CUS01694,2026-01-11,P004,Sony Headphones,Electronics,2,3500000,0.0,Banking,Can Tho,Completed,7000000.0
ORD002280,CUS00666,2026-07-17,P004,Sony Headphones,Electronics,3,3500000,0.05,Cash,Ho Chi Minh,Pending,9975000.0
ORD002281,CUS00626,2026-01-28,P015,Badminton Racket,Sports,4,900000,0.2,Cash,Bien Hoa,Completed,2880000.0
ORD002282,CUS01788,2026-04-16,P012,Data Engineering Book,Books,2,450000,0.15,E-Wallet,Thu Dau Mot,Completed,765000.0
ORD002283,CUS00572,2026-03-30,P003,Samsung Galaxy S24,Electronics,2,18000000,0.05,Banking,Ha Noi,Pending,34200000.0
ORD002284,CUS01679,2026-06-12,P004,Sony Headphones,Electronics,2,3500000,0.1,Cash,Ho Chi Minh,Completed,6300000.0
ORD002285,CUS00220,2026-01-22,P009,Air Fryer,Home Appliances,2,2800000,0.2,Cash,Ho Chi Minh,Completed,4480000.0
ORD002286,CUS01100,2026-05-17,P003,Samsung Galaxy S24,Electronics,2,18000000,0.05,E-Wallet,Bien Hoa,Pending,34200000.0
ORD002287,CUS01187,2026-05-19,P010,Vacuum Cleaner,Home Appliances,2,4200000,0.0,E-Wallet,Bien Hoa,Completed,8400000.0
ORD002288,CUS00645,2026-05-23,P005,Men T-Shirt,Fashion,1,250000,0.1,Banking,Thu Dau Mot,Completed,225000.0
ORD002289,CUS00772,2026-03-26,P005,Men T-Shirt,Fashion,1,250000,0.2,E-Wallet,Da Nang,Returned,200000.0
ORD002290,CUS00518,2026-02-05,P012,Data Engineering Book,Books,4,450000,0.15,Cash,Da Nang,Completed,1530000.0
ORD002291,CUS00488,2026-06-04,P004,Sony Headphones,Electronics,1,3500000,0.0,E-Wallet,Can Tho,Completed,3500000.0
ORD002292,CUS01885,2026-07-31,P007,Nike Sneakers,Fashion,4,2500000,0.0,E-Wallet,Da Nang,Completed,10000000.0
ORD002293,CUS01458,2026-06-30,P001,Laptop ASUS,Electronics,1,25000000,0.0,Banking,Thu Dau Mot,Completed,25000000.0
ORD002294,CUS00360,2026-08-01,P004,Sony Headphones,Electronics,1,3500000,0.15,Credit Card,Ha Noi,Completed,2975000.0
ORD002295,CUS00062,2026-05-21,P015,Badminton Racket,Sports,2,900000,0.15,E-Wallet,Hai Phong,Completed,1530000.0
ORD002297,CUS00482,2026-08-10,P012,Data Engineering Book,Books,4,450000,0.2,Banking,Vung Tau,Completed,1440000.0
ORD002299,CUS01206,2026-04-22,P014,Yoga Mat,Sports,3,400000,0.0,Banking,Bien Hoa,Returned,1200000.0
ORD002300,CUS01711,2026-07-30,P008,Rice Cooker,Home Appliances,1,1500000,0.05,E-Wallet,Ho Chi Minh,Completed,1425000.0
ORD002301,CUS01205,2026-04-27,P012,Data Engineering Book,Books,1,450000,0.0,E-Wallet,Ho Chi Minh,Completed,450000.0
ORD002302,CUS01369,2026-04-09,P015,Badminton Racket,Sports,1,900000,0.0,E-Wallet,Ha Noi,Completed,900000.0
ORD002303,CUS00178,2026-07-23,P014,Yoga Mat,Sports,3,400000,0.0,E-Wallet,Ho Chi Minh,Completed,1200000.0
ORD002304,CUS00206,2026-04-27,P006,Women Dress,Fashion,4,650000,0.15,Banking,Can Tho,Completed,2210000.0
ORD002305,CUS00031,2026-04-18,P010,Vacuum Cleaner,Home Appliances,3,4200000,0.1,Credit Card,Ho Chi Minh,Completed,11340000.0
ORD002306,CUS01095,2026-07-19,P007,Nike Sneakers,Fashion,2,2500000,0.0,Credit Card,Ha Noi,Completed,5000000.0
ORD002307,CUS01106,2026-05-18,P004,Sony Headphones,Electronics,2,3500000,0.2,Credit Card,Ha Noi,Returned,5600000.0
ORD002309,CUS01729,2026-01-15,P008,Rice Cooker,Home Appliances,4,1500000,0.0,Cash,Ho Chi Minh,Completed,6000000.0
ORD002310,CUS00272,2026-05-23,P002,iPhone 15,Electronics,3,22000000,0.05,Credit Card,Vung Tau,Completed,62700000.0
ORD002311,CUS01702,2026-08-13,P009,Air Fryer,Home Appliances,1,2800000,0.0,Credit Card,Ho Chi Minh,Cancelled,2800000.0
ORD002312,CUS01171,2026-04-05,P015,Badminton Racket,Sports,4,900000,0.1,Credit Card,Da Nang,Returned,3240000.0
ORD002313,CUS00944,2026-05-10,P002,iPhone 15,Electronics,2,22000000,0.2,Cash,Ha Noi,Completed,35200000.0
ORD002314,CUS01606,2026-01-18,P003,Samsung Galaxy S24,Electronics,2,18000000,0.2,Credit Card,Ho Chi Minh,Completed,28800000.0
ORD002315,CUS00825,2026-08-14,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.0,Banking,Vung Tau,Completed,4200000.0
ORD002316,CUS00153,2026-05-26,P010,Vacuum Cleaner,Home Appliances,2,4200000,0.05,Cash,Ha Noi,Cancelled,7980000.0
ORD002318,CUS00259,2026-01-19,P009,Air Fryer,Home Appliances,1,2800000,0.05,Credit Card,Ho Chi Minh,Completed,2660000.0
ORD002319,CUS00102,2026-01-13,P012,Data Engineering Book,Books,1,450000,0.2,E-Wallet,Ha Noi,Returned,360000.0
ORD002320,CUS00352,2026-03-05,P008,Rice Cooker,Home Appliances,1,1500000,0.1,E-Wallet,Da Nang,Cancelled,1350000.0
ORD002321,CUS00672,2026-08-29,P010,Vacuum Cleaner,Home Appliances,3,4200000,0.0,Banking,Ha Noi,Completed,12600000.0
ORD002322,CUS01673,2026-05-06,P015,Badminton Racket,Sports,2,900000,0.2,Credit Card,Ho Chi Minh,Returned,1440000.0
ORD002323,CUS00798,2026-08-18,P002,iPhone 15,Electronics,4,22000000,0.05,Banking,Ho Chi Minh,Completed,83600000.0
ORD002324,CUS01314,2026-07-31,P009,Air Fryer,Home Appliances,1,2800000,0.0,Credit Card,Hue,Completed,2800000.0
ORD002325,CUS00950,2026-08-04,P014,Yoga Mat,Sports,5,400000,0.2,Banking,Ho Chi Minh,Completed,1600000.0
ORD002326,CUS00090,2026-07-08,P015,Badminton Racket,Sports,4,900000,0.1,Banking,Da Nang,Completed,3240000.0
ORD002327,CUS00947,2026-01-14,P001,Laptop ASUS,Electronics,2,25000000,0.2,Banking,Vung Tau,Completed,40000000.0
ORD002328,CUS01700,2026-08-03,P012,Data Engineering Book,Books,4,450000,0.15,Cash,Da Nang,Completed,1530000.0
ORD002329,CUS00465,2026-07-05,P005,Men T-Shirt,Fashion,3,250000,0.15,Credit Card,Da Nang,Completed,637500.0
ORD002330,CUS01757,2026-05-05,P014,Yoga Mat,Sports,2,400000,0.05,E-Wallet,Bien Hoa,Completed,760000.0
ORD002331,CUS00181,2026-08-26,P012,Data Engineering Book,Books,2,450000,0.0,E-Wallet,Ho Chi Minh,Completed,900000.0
ORD002332,CUS00170,2026-03-25,P009,Air Fryer,Home Appliances,2,2800000,0.0,Banking,Ha Noi,Completed,5600000.0
ORD002333,CUS01150,2026-06-13,P013,Lipstick,Beauty,1,450000,0.0,Banking,Nha Trang,Completed,450000.0
ORD002334,CUS01605,2026-07-12,P015,Badminton Racket,Sports,1,900000,0.15,Cash,Thu Dau Mot,Completed,765000.0
ORD002335,CUS00311,2026-05-02,P015,Badminton Racket,Sports,1,900000,0.05,E-Wallet,Ha Noi,Completed,855000.0
ORD002336,CUS00397,2026-06-08,P008,Rice Cooker,Home Appliances,5,1500000,0.05,E-Wallet,Vung Tau,Completed,7125000.0
ORD002337,CUS00622,2026-08-11,P009,Air Fryer,Home Appliances,3,2800000,0.1,E-Wallet,Bien Hoa,Completed,7560000.0
ORD002338,CUS00611,2026-05-05,P014,Yoga Mat,Sports,2,400000,0.05,Banking,Ha Noi,Completed,760000.0
ORD002339,CUS01444,2026-01-12,P005,Men T-Shirt,Fashion,1,250000,0.05,Credit Card,Ha Noi,Completed,237500.0
ORD002341,CUS00088,2026-05-23,P002,iPhone 15,Electronics,1,22000000,0.0,Cash,Can Tho,Cancelled,22000000.0
ORD002342,CUS01948,2026-01-04,P002,iPhone 15,Electronics,1,22000000,0.15,E-Wallet,Ho Chi Minh,Returned,18700000.0
ORD002343,CUS00292,2026-04-10,P001,Laptop ASUS,Electronics,2,25000000,0.1,Cash,Ho Chi Minh,Completed,45000000.0
ORD002344,CUS01299,2026-01-23,P003,Samsung Galaxy S24,Electronics,2,18000000,0.0,Banking,Nha Trang,Completed,36000000.0
ORD002345,CUS01398,2026-02-01,P002,iPhone 15,Electronics,4,22000000,0.2,Banking,Ha Noi,Completed,70400000.0
ORD002346,CUS01844,2026-06-28,P013,Lipstick,Beauty,5,450000,0.0,Banking,Ha Noi,Pending,2250000.0
ORD002347,CUS00104,2026-01-04,P015,Badminton Racket,Sports,1,900000,0.2,E-Wallet,Nha Trang,Completed,720000.0
ORD002348,CUS01341,2026-07-19,P013,Lipstick,Beauty,1,450000,0.2,E-Wallet,Ha Noi,Completed,360000.0
ORD002349,CUS01958,2026-08-04,P001,Laptop ASUS,Electronics,3,25000000,0.2,Banking,Ho Chi Minh,Completed,60000000.0
ORD002350,CUS01907,2026-04-24,P001,Laptop ASUS,Electronics,2,25000000,0.05,Cash,Nha Trang,Completed,47500000.0
ORD002351,CUS00135,2026-01-13,P014,Yoga Mat,Sports,1,400000,0.2,Cash,Vung Tau,Completed,320000.0
ORD002352,CUS00417,2026-07-19,P001,Laptop ASUS,Electronics,1,25000000,0.05,Banking,Vung Tau,Cancelled,23750000.0
ORD002353,CUS00094,2026-05-23,P007,Nike Sneakers,Fashion,5,2500000,0.05,Banking,Da Nang,Completed,11875000.0
ORD002354,CUS00193,2026-08-21,P015,Badminton Racket,Sports,1,900000,0.15,Cash,Ho Chi Minh,Completed,765000.0
ORD002355,CUS01557,2026-07-30,P006,Women Dress,Fashion,1,650000,0.15,Banking,Ho Chi Minh,Completed,552500.0
ORD002356,CUS00122,2026-05-16,P001,Laptop ASUS,Electronics,2,25000000,0.15,Banking,Ho Chi Minh,Completed,42500000.0
ORD002357,CUS01862,2026-07-02,P015,Badminton Racket,Sports,1,900000,0.1,Cash,Ha Noi,Completed,810000.0
ORD002358,CUS01834,2026-03-16,P012,Data Engineering Book,Books,2,450000,0.2,Cash,Hai Phong,Returned,720000.0
ORD002359,CUS00397,2026-06-10,P011,Python Programming Book,Books,1,300000,0.2,E-Wallet,Ha Noi,Completed,240000.0
ORD002360,CUS00805,2026-05-13,P001,Laptop ASUS,Electronics,3,25000000,0.0,Banking,Ho Chi Minh,Completed,75000000.0
ORD002361,CUS01697,2026-01-16,P006,Women Dress,Fashion,1,650000,0.1,Banking,Ho Chi Minh,Completed,585000.0
ORD002362,CUS00217,2026-05-09,P005,Men T-Shirt,Fashion,1,250000,0.0,Cash,Hai Phong,Completed,250000.0
ORD002364,CUS01318,2026-08-14,P001,Laptop ASUS,Electronics,3,25000000,0.0,Credit Card,Ho Chi Minh,Completed,75000000.0
ORD002365,CUS01139,2026-08-17,P009,Air Fryer,Home Appliances,1,2800000,0.0,Banking,Nha Trang,Completed,2800000.0
ORD002366,CUS00910,2026-03-05,P007,Nike Sneakers,Fashion,2,2500000,0.0,Banking,Hai Phong,Returned,5000000.0
ORD002367,CUS01868,2026-05-25,P015,Badminton Racket,Sports,4,900000,0.15,Credit Card,Hue,Completed,3060000.0
ORD002368,CUS01159,2026-08-03,P014,Yoga Mat,Sports,1,400000,0.2,Credit Card,Ha Noi,Completed,320000.0
ORD002369,CUS00473,2026-08-08,P001,Laptop ASUS,Electronics,1,25000000,0.0,Cash,Nha Trang,Completed,25000000.0
ORD002370,CUS00725,2026-05-03,P006,Women Dress,Fashion,1,650000,0.1,E-Wallet,Hai Phong,Completed,585000.0
ORD002371,CUS00912,2026-02-26,P015,Badminton Racket,Sports,1,900000,0.0,Banking,Bien Hoa,Completed,900000.0
ORD002372,CUS00884,2026-07-06,P004,Sony Headphones,Electronics,1,3500000,0.15,Cash,Ho Chi Minh,Completed,2975000.0
ORD002373,CUS01075,2026-07-17,P015,Badminton Racket,Sports,2,900000,0.1,Cash,Hai Phong,Completed,1620000.0
ORD002374,CUS00218,2026-07-17,P007,Nike Sneakers,Fashion,1,2500000,0.15,Credit Card,Da Nang,Completed,2125000.0
ORD002375,CUS01804,2026-04-24,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.1,Banking,Hai Phong,Completed,3780000.0
ORD002376,CUS00092,2026-07-25,P009,Air Fryer,Home Appliances,5,2800000,0.05,E-Wallet,Ha Noi,Completed,13300000.0
ORD002377,CUS01237,2026-08-03,P012,Data Engineering Book,Books,2,450000,0.1,Cash,Ho Chi Minh,Cancelled,810000.0
ORD002378,CUS01842,2026-02-17,P008,Rice Cooker,Home Appliances,1,1500000,0.05,E-Wallet,Can Tho,Returned,1425000.0
ORD002379,CUS00345,2026-07-16,P003,Samsung Galaxy S24,Electronics,1,18000000,0.0,Banking,Ho Chi Minh,Completed,18000000.0
ORD002380,CUS01281,2026-08-08,P003,Samsung Galaxy S24,Electronics,1,18000000,0.0,Banking,Ho Chi Minh,Completed,18000000.0
ORD002381,CUS01342,2026-03-05,P005,Men T-Shirt,Fashion,4,250000,0.15,Cash,Ho Chi Minh,Returned,850000.0
ORD002382,CUS01183,2026-06-07,P006,Women Dress,Fashion,2,650000,0.2,Banking,Can Tho,Completed,1040000.0
ORD002383,CUS01299,2026-03-02,P001,Laptop ASUS,Electronics,1,25000000,0.2,Cash,Ho Chi Minh,Completed,20000000.0
ORD002384,CUS00899,2026-05-28,P012,Data Engineering Book,Books,4,450000,0.2,E-Wallet,Ho Chi Minh,Completed,1440000.0
ORD002385,CUS01841,2026-07-05,P001,Laptop ASUS,Electronics,2,25000000,0.1,Banking,Ho Chi Minh,Completed,45000000.0
ORD002386,CUS00006,2026-07-27,P004,Sony Headphones,Electronics,1,3500000,0.2,Cash,Ho Chi Minh,Pending,2800000.0
ORD002387,CUS00942,2026-04-29,P008,Rice Cooker,Home Appliances,2,1500000,0.15,Credit Card,Ho Chi Minh,Completed,2550000.0
ORD002388,CUS01335,2026-02-20,P001,Laptop ASUS,Electronics,1,25000000,0.2,E-Wallet,Hai Phong,Completed,20000000.0
ORD002389,CUS00612,2026-04-20,P008,Rice Cooker,Home Appliances,1,1500000,0.0,Credit Card,Vung Tau,Completed,1500000.0
ORD002390,CUS00060,2026-03-27,P013,Lipstick,Beauty,5,450000,0.15,E-Wallet,Ho Chi Minh,Completed,1912500.0
ORD002391,CUS00309,2026-06-26,P003,Samsung Galaxy S24,Electronics,3,18000000,0.0,Credit Card,Ho Chi Minh,Completed,54000000.0
ORD002392,CUS01142,2026-08-27,P007,Nike Sneakers,Fashion,1,2500000,0.1,Credit Card,Bien Hoa,Cancelled,2250000.0
ORD002393,CUS00479,2026-07-30,P007,Nike Sneakers,Fashion,1,2500000,0.15,Credit Card,Ha Noi,Completed,2125000.0
ORD002394,CUS01191,2026-03-25,P005,Men T-Shirt,Fashion,3,250000,0.05,Cash,Ha Noi,Completed,712500.0
ORD002395,CUS01403,2026-04-25,P004,Sony Headphones,Electronics,1,3500000,0.0,Credit Card,Ha Noi,Completed,3500000.0
ORD002396,CUS00772,2026-02-07,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.0,Credit Card,Ha Noi,Pending,4200000.0
ORD002397,CUS00606,2026-08-09,P002,iPhone 15,Electronics,1,22000000,0.1,Cash,Nha Trang,Completed,19800000.0
ORD002398,CUS01137,2026-07-09,P011,Python Programming Book,Books,2,300000,0.0,Cash,Thu Dau Mot,Completed,600000.0
ORD002399,CUS01094,2026-07-31,P001,Laptop ASUS,Electronics,5,25000000,0.2,Cash,Bien Hoa,Cancelled,100000000.0
ORD002401,CUS00452,2026-03-11,P005,Men T-Shirt,Fashion,3,250000,0.0,Cash,Vung Tau,Completed,750000.0
ORD002402,CUS01995,2026-08-29,P008,Rice Cooker,Home Appliances,1,1500000,0.0,Credit Card,Ho Chi Minh,Completed,1500000.0
ORD002403,CUS01945,2026-07-26,P004,Sony Headphones,Electronics,2,3500000,0.0,Banking,Thu Dau Mot,Pending,7000000.0
ORD002404,CUS01023,2026-05-12,P009,Air Fryer,Home Appliances,5,2800000,0.05,Credit Card,Ha Noi,Completed,13300000.0
ORD002405,CUS01413,2026-06-09,P015,Badminton Racket,Sports,1,900000,0.1,Credit Card,Hai Phong,Completed,810000.0
ORD002406,CUS01479,2026-07-29,P005,Men T-Shirt,Fashion,4,250000,0.05,E-Wallet,Ha Noi,Completed,950000.0
ORD002407,CUS01156,2026-05-28,P006,Women Dress,Fashion,1,650000,0.1,E-Wallet,Da Nang,Completed,585000.0
ORD002408,CUS00131,2026-05-29,P013,Lipstick,Beauty,1,450000,0.0,Banking,Ho Chi Minh,Completed,450000.0
ORD002409,CUS01861,2026-01-11,P012,Data Engineering Book,Books,4,450000,0.15,E-Wallet,Ha Noi,Completed,1530000.0
ORD002410,CUS00380,2026-07-20,P006,Women Dress,Fashion,1,650000,0.05,Credit Card,Ha Noi,Pending,617500.0
ORD002411,CUS00232,2026-08-08,P003,Samsung Galaxy S24,Electronics,1,18000000,0.05,Banking,Ha Noi,Completed,17100000.0
ORD002412,CUS00545,2026-03-04,P002,iPhone 15,Electronics,4,22000000,0.05,Banking,Hai Phong,Completed,83600000.0
ORD002413,CUS01196,2026-03-26,P009,Air Fryer,Home Appliances,4,2800000,0.1,E-Wallet,Ha Noi,Completed,10080000.0
ORD002414,CUS00438,2026-07-02,P005,Men T-Shirt,Fashion,1,250000,0.1,Banking,Bien Hoa,Completed,225000.0
ORD002415,CUS01395,2026-08-01,P015,Badminton Racket,Sports,2,900000,0.2,Cash,Ha Noi,Completed,1440000.0
ORD002416,CUS01884,2026-02-04,P006,Women Dress,Fashion,1,650000,0.2,Credit Card,Ho Chi Minh,Cancelled,520000.0
ORD002418,CUS01036,2026-07-09,P015,Badminton Racket,Sports,1,900000,0.2,Cash,Hai Phong,Completed,720000.0
ORD002419,CUS00398,2026-06-06,P008,Rice Cooker,Home Appliances,3,1500000,0.2,Banking,Da Nang,Completed,3600000.0
ORD002420,CUS01520,2026-07-08,P015,Badminton Racket,Sports,4,900000,0.1,Credit Card,Da Nang,Completed,3240000.0
ORD002421,CUS00833,2026-03-15,P006,Women Dress,Fashion,1,650000,0.05,E-Wallet,Can Tho,Completed,617500.0
ORD002422,CUS01289,2026-07-27,P013,Lipstick,Beauty,1,450000,0.1,E-Wallet,Ho Chi Minh,Cancelled,405000.0
ORD002423,CUS00667,2026-06-22,P006,Women Dress,Fashion,5,650000,0.0,Banking,Ho Chi Minh,Pending,3250000.0
ORD002424,CUS01494,2026-02-10,P003,Samsung Galaxy S24,Electronics,1,18000000,0.1,Cash,Vung Tau,Completed,16200000.0
ORD002425,CUS01238,2026-04-19,P001,Laptop ASUS,Electronics,2,25000000,0.0,Cash,Ho Chi Minh,Completed,50000000.0
ORD002426,CUS01286,2026-07-16,P013,Lipstick,Beauty,5,450000,0.0,Banking,Ho Chi Minh,Completed,2250000.0
ORD002427,CUS01453,2026-02-25,P006,Women Dress,Fashion,1,650000,0.2,Banking,Can Tho,Completed,520000.0
ORD002428,CUS01753,2026-05-08,P011,Python Programming Book,Books,1,300000,0.2,Credit Card,Can Tho,Pending,240000.0
ORD002429,CUS01351,2026-07-30,P014,Yoga Mat,Sports,1,400000,0.0,Banking,Hai Phong,Pending,400000.0
ORD002430,CUS01433,2026-06-29,P004,Sony Headphones,Electronics,2,3500000,0.15,Banking,Ho Chi Minh,Pending,5950000.0
ORD002431,CUS01421,2026-07-26,P012,Data Engineering Book,Books,3,450000,0.05,Banking,Ho Chi Minh,Completed,1282500.0
ORD002432,CUS00717,2026-08-16,P009,Air Fryer,Home Appliances,1,2800000,0.0,Credit Card,Ha Noi,Completed,2800000.0
ORD002433,CUS01244,2026-05-31,P007,Nike Sneakers,Fashion,1,2500000,0.15,E-Wallet,Thu Dau Mot,Completed,2125000.0
ORD002434,CUS00203,2026-01-04,P001,Laptop ASUS,Electronics,1,25000000,0.0,Credit Card,Thu Dau Mot,Pending,25000000.0
ORD002435,CUS00456,2026-08-18,P009,Air Fryer,Home Appliances,2,2800000,0.2,E-Wallet,Hai Phong,Returned,4480000.0
ORD002436,CUS01365,2026-07-21,P008,Rice Cooker,Home Appliances,1,1500000,0.2,Cash,Da Nang,Completed,1200000.0
ORD002437,CUS00980,2026-03-15,P007,Nike Sneakers,Fashion,3,2500000,0.0,Banking,Hue,Returned,7500000.0
ORD002438,CUS00313,2026-02-06,P012,Data Engineering Book,Books,4,450000,0.15,Banking,Ho Chi Minh,Completed,1530000.0
ORD002439,CUS00316,2026-04-22,P005,Men T-Shirt,Fashion,3,250000,0.15,Banking,Thu Dau Mot,Returned,637500.0
ORD002440,CUS01762,2026-03-24,P011,Python Programming Book,Books,5,300000,0.1,Banking,Ho Chi Minh,Cancelled,1350000.0
ORD002441,CUS00433,2026-04-02,P006,Women Dress,Fashion,4,650000,0.0,E-Wallet,Can Tho,Completed,2600000.0
ORD002442,CUS01636,2026-03-28,P014,Yoga Mat,Sports,2,400000,0.15,Banking,Ha Noi,Completed,680000.0
ORD002443,CUS00215,2026-07-01,P005,Men T-Shirt,Fashion,1,250000,0.05,Banking,Da Nang,Completed,237500.0
ORD002444,CUS01338,2026-06-05,P002,iPhone 15,Electronics,1,22000000,0.2,Banking,Bien Hoa,Completed,17600000.0
ORD002445,CUS00118,2026-05-10,P011,Python Programming Book,Books,2,300000,0.0,Credit Card,Bien Hoa,Completed,600000.0
ORD002446,CUS00130,2026-04-09,P007,Nike Sneakers,Fashion,3,2500000,0.0,Credit Card,Ho Chi Minh,Completed,7500000.0
ORD002447,CUS01919,2026-06-03,P003,Samsung Galaxy S24,Electronics,1,18000000,0.1,E-Wallet,Ho Chi Minh,Completed,16200000.0
ORD002448,CUS01881,2026-07-11,P013,Lipstick,Beauty,1,450000,0.0,Credit Card,Hai Phong,Completed,450000.0
ORD002449,CUS01214,2026-08-19,P007,Nike Sneakers,Fashion,1,2500000,0.15,Credit Card,Thu Dau Mot,Completed,2125000.0
ORD002450,CUS00002,2026-07-01,P013,Lipstick,Beauty,1,450000,0.1,E-Wallet,Hai Phong,Completed,405000.0
ORD002451,CUS01336,2026-05-05,P014,Yoga Mat,Sports,2,400000,0.0,Banking,Ho Chi Minh,Completed,800000.0
ORD002452,CUS01540,2026-07-29,P004,Sony Headphones,Electronics,4,3500000,0.1,Credit Card,Da Nang,Completed,12600000.0
ORD002453,CUS01160,2026-08-16,P001,Laptop ASUS,Electronics,1,25000000,0.0,Credit Card,Nha Trang,Completed,25000000.0
ORD002454,CUS01233,2026-08-06,P013,Lipstick,Beauty,1,450000,0.2,Credit Card,Bien Hoa,Completed,360000.0
ORD002455,CUS01425,2026-06-17,P006,Women Dress,Fashion,2,650000,0.1,Cash,Ha Noi,Completed,1170000.0
ORD002457,CUS01577,2026-04-10,P011,Python Programming Book,Books,1,300000,0.15,Cash,Bien Hoa,Completed,255000.0
ORD002458,CUS00478,2026-02-02,P003,Samsung Galaxy S24,Electronics,1,18000000,0.15,Banking,Thu Dau Mot,Completed,15300000.0
ORD002459,CUS01654,2026-04-10,P008,Rice Cooker,Home Appliances,2,1500000,0.1,Cash,Ho Chi Minh,Completed,2700000.0
ORD002460,CUS00003,2026-02-18,P001,Laptop ASUS,Electronics,1,25000000,0.05,Banking,Hai Phong,Completed,23750000.0
ORD002461,CUS00610,2026-06-19,P007,Nike Sneakers,Fashion,1,2500000,0.05,E-Wallet,Ho Chi Minh,Pending,2375000.0
ORD002462,CUS01824,2026-04-23,P007,Nike Sneakers,Fashion,5,2500000,0.05,E-Wallet,Ho Chi Minh,Completed,11875000.0
ORD002463,CUS00645,2026-07-16,P006,Women Dress,Fashion,1,650000,0.15,Cash,Hue,Completed,552500.0
