order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,discount,payment_method,city,status
ORD002403,CUS01945,2026-07-26,P004,Sony Headphones,Electronics,2,3500000,0.00,Banking,Thu Dau Mot,Pending
ORD002404,CUS01023,2026-05-12,P009,Air Fryer,Home Appliances,5,2800000,0.05,Credit Card,Ha Noi,Completed
ORD002405,CUS01413,2026-06-09,P015,Badminton Racket,Sports,1,900000,0.10,Credit Card,Hai Phong,Completed
ORD002406,CUS01479,2026-07-29,P005,Men T-Shirt,Fashion,4,250000,0.05,E-Wallet,Ha Noi,Completed
ORD002407,CUS01156,2026-05-28,P006,Women Dress,Fashion,1,650000,0.10,E-Wallet,Da Nang,Completed
ORD002408,CUS00131,2026-05-29,P013,Lipstick,Beauty,1,450000,0.00,Banking,Ho Chi Minh,Completed
ORD002409,CUS01861,2026-01-11,P012,Data Engineering Book,Books,4,450000,0.15,E-Wallet,Ha Noi,Completed
ORD002410,CUS00380,2026-07-20,P006,Women Dress,Fashion,1,650000,0.05,Credit Card,Ha Noi,Pending
ORD002411,CUS00232,2026-08-08,P003,Samsung Galaxy S24,Electronics,1,18000000,0.05,Banking,Ha Noi,Completed
ORD002412,CUS00545,2026-03-04,P002,iPhone 15,Electronics,4,22000000,0.05,Banking,Hai Phong,Completed
ORD002413,CUS01196,2026-03-26,P009,Air Fryer,Home Appliances,4,2800000,0.10,E-Wallet,Ha Noi,Completed
ORD002414,CUS00438,2026-07-02,P005,,Fashion,1,250000,0.10,Banking,Bien Hoa,Completed
ORD002415,CUS01395,2026-08-01,P015,Badminton Racket,Sports,2,900000,0.20,Cash,Ha Noi,Completed
ORD002416,CUS01884,2026-02-04,P006,Women Dress,Fashion,1,650000,0.20,Credit Card,Ho Chi Minh,Cancelled
ORD002417,CUS00652,2026-02-12,P005,Men T-Shirt,Fashion,3,250000,0.20,Bitcoin,Nha Trang,Completed
ORD002418,CUS01036,2026-07-09,P015,Badminton Racket,Sports,1,900000,0.20,Cash,Hai Phong,Completed
ORD002419,CUS00398,2026-06-06,P008,Rice Cooker,Home Appliances,3,1500000,0.20,Banking,Da Nang,Completed
ORD002420,CUS01520,2026-07-08,P015,Badminton Racket,Sports,4,900000,0.10,Credit Card,Da Nang,Completed
ORD002421,CUS00833,2026-03-15,P006,Women Dress,Fashion,1,650000,0.05,E-Wallet,Can Tho,Completed
ORD002422,CUS01289,2026-07-27,P013,Lipstick,Beauty,1,450000,0.10,E-Wallet,Ho Chi Minh,Cancelled
ORD002423,CUS00667,2026-06-22,P006,Women Dress,Fashion,5,650000,0.00,Banking,Ho Chi Minh,Pending
ORD002424,CUS01494,2026-02-10,P003,Samsung Galaxy S24,Electronics,1,18000000,0.10,Cash,Vung Tau,Completed
ORD002425,CUS01238,2026-04-19,P001,Laptop ASUS,Electronics,2,25000000,0.00,Cash,Ho Chi Minh,Completed
ORD002426,CUS01286,2026-07-16,P013,Lipstick,Beauty,5,450000,0.00,Banking,Ho Chi Minh,Completed
ORD002427,CUS01453,2026-02-25,P006,Women Dress,Fashion,1,650000,0.20,Banking,Can Tho,Completed
ORD002428,CUS01753,2026-05-08,P011,Python Programming Book,Books,1,300000,0.20,Credit Card,Can Tho,Pending
ORD002429,CUS01351,2026-07-30,P014,Yoga Mat,Sports,1,400000,0.00,Banking,Hai Phong,Pending
ORD002430,CUS01433,2026-06-29,P004,Sony Headphones,Electronics,2,3500000,0.15,Banking,Ho Chi Minh,Pending
ORD002431,CUS01421,2026-07-26,P012,Data Engineering Book,Books,3,450000,0.05,Banking,Ho Chi Minh,Completed
ORD002432,CUS00717,2026-08-16,P009,Air Fryer,Home Appliances,1,2800000,0.00,Credit Card,ha noi,Completed
ORD002433,CUS01244,2026-05-31,P007,Nike Sneakers,Fashion,1,2500000,0.15,E-Wallet,Thu Dau Mot,Completed
ORD002434,CUS00203,2026-01-04,P001,Laptop ASUS,Electronics,1,25000000,0.00,Credit Card,Thu Dau Mot,Pending
ORD002435,CUS00456,2026-08-18,P009,Air Fryer,Home Appliances,2,2800000,0.20,E-Wallet,Hai Phong,Returned
ORD002436,CUS01365,2026-07-21,P008,Rice Cooker,Home Appliances,1,1500000,0.20,Cash,Da Nang,Completed
ORD002437,CUS00980,2026-03-15,P007,Nike Sneakers,Fashion,3,2500000,0.00,Banking,Hue,returned
ORD002438,CUS00313,2026-02-06,P012,Data Engineering Book,Books,4,450000,0.15,Banking,Ho Chi Minh,Completed
ORD002439,CUS00316,2026-04-22,P005,Men T-Shirt,Fashion,3,250000,0.15,Banking,Thu Dau Mot,Returned
ORD002440,CUS01762,2026-03-24,P011,Python Programming Book,Books,5,300000,0.10,Banking,Ho Chi Minh,Cancelled
ORD002441,CUS00433,2026-04-02,P006,Women Dress,Fashion,4,650000,0.00,E-Wallet,Can Tho,Completed
ORD002442,CUS01636,2026-03-28,P014,Yoga Mat,Sports,2,400000,0.15,Banking,Ha Noi,Completed
ORD002443,CUS00215,2026-07-01,P005,Men T-Shirt,FASHION,1,250000,0.05,Banking,Da Nang,Completed
ORD002444,CUS01338,2026-06-05,P002,iPhone 15,Electronics,1,22000000,0.20,Banking,Bien Hoa,Completed
ORD002445,CUS00118,2026-05-10,P011,Python Programming Book,Books,2,300000,0.00,Credit Card,Bien Hoa,Completed
ORD002446,CUS00130,2026-04-09,P007,Nike Sneakers,Fashion,3,2500000,0.00,Credit Card,Ho Chi Minh,Completed
ORD002447,CUS01919,2026-06-03,P003,Samsung Galaxy S24,Electronics,1,18000000,0.10,E-Wallet,Ho Chi Minh,Completed
ORD002448,CUS01881,2026-07-11,P013,Lipstick,Beauty,1,450000,0.00,Credit Card,Hai Phong,Completed
ORD002449,CUS01214,2026-08-19,P007,Nike Sneakers,Fashion,1,2500000,0.15,Credit Card,Thu Dau Mot,Completed
ORD002450,CUS00002,2026-07-01,P013,Lipstick,Beauty,1,450000,0.10,E-Wallet,Hai Phong,Completed
ORD002451,CUS01336,2026-05-05,P014,Yoga Mat,Sports,2,400000,0.00,Banking,Ho Chi Minh,Completed
ORD002452,CUS01540,2026-07-29,P004,Sony Headphones,Electronics,4,3500000,0.10,Credit Card,Da Nang,Completed
ORD002453,CUS01160,2026-08-16,P001,Laptop ASUS,Electronics,1,25000000,0.00,Credit Card,Nha Trang,Completed
ORD002454,CUS01233,2026-08-06,P013,Lipstick,Beauty,1,450000,0.20,Credit Card,Bien Hoa,Completed
ORD002455,CUS01425,2026-06-17,P006,Women Dress,Fashion,2,650000,0.10,Cash,Ha Noi,Completed
ORD002456,CUS01917,2026-03-21,P011,Python Programming Book,Books,2,300000,0.20,Cash,Ho Chi Minh,
ORD002457,CUS01577,2026-04-10,P011,Python Programming Book,Books,1,300000,0.15,Cash,Bien Hoa,Completed
ORD002458,CUS00478,2026-02-02,P003,,Electronics,1,18000000,0.15,Banking,Thu Dau Mot,Completed
ORD002459,CUS01654,2026-04-10,P008,Rice Cooker,Home Appliances,2,1500000,0.10,Cash,Ho Chi Minh,Completed
ORD002460,CUS00003,2026-02-18,P001,Laptop ASUS,Electronics,1,25000000,0.05,Banking,Hai Phong,Completed
ORD002461,CUS00610,2026-06-19,P007,Nike Sneakers,Fashion,1,2500000,0.05,E-Wallet,Ho Chi Minh,Pending
ORD002462,CUS01824,2026-04-23,P007,Nike Sneakers,Fashion,5,2500000,0.05,E-Wallet,Ho Chi Minh,Completed
ORD002463,CUS00645,2026-07-16,P006,Women Dress,Fashion,1,650000,0.15,Cash,Hue,Completed
ORD002464,CUS00382,2026-08-15,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.20,Credit Card,Ha Noi,Completed
ORD002465,CUS00457,2026-04-02,P007,Nike Sneakers,Fashion,2,2500000,0.15,Credit Card,Ho Chi Minh,Completed
ORD002466,CUS00331,2026-05-15,P002,iPhone 15,Electronics,1,22000000,0.00,Credit Card,Ho Chi Minh,Completed
ORD002467,CUS01258,2026-03-17,P006,Women Dress,Fashion,2,650000,0.15,E-Wallet,Bien Hoa,Completed
ORD002468,CUS01890,2026-03-22,P006,Women Dress,Fashion,1,650000,0.05,E-Wallet,BIEN HOA,Cancelled
ORD002469,CUS00599,2026-07-10,P015,Badminton Racket,Sports,2,900000,2.00,Cash,Ha Noi,Completed
ORD002470,CUS01901,2026-06-08,P010,Vacuum Cleaner,Home Appliances,3,4200000,0.00,E-Wallet,Vung Tau,Completed
ORD002471,CUS00924,2026-03-19,P010,Vacuum Cleaner,Home Appliances,4,4200000,0.10,Banking,Da Nang,Completed
ORD002472,CUS01433,2026-06-05,P011,Python Programming Book,Books,1,300000,0.15,Banking,Ha Noi,Completed
ORD002473,CUS01482,2026-08-19,P008,Rice Cooker,Home Appliances,2,1500000,0.15,Cash,Nha Trang,Completed
ORD002474,CUS00553,2026-02-06,P015,Badminton Racket,Sports,1,900000,0.00,E-Wallet,Bien Hoa,Completed
ORD002475,CUS01416,2026-02-28,P001,Laptop ASUS,Electronics,1,25000000,0.00,Credit Card,Ha Noi,Pending
ORD002476,CUS00395,2026-03-23,P006,Women Dress,Fashion,3,650000,0.05,Banking,Thu Dau Mot,Completed
ORD002477,CUS00258,2026-01-01,P013,Lipstick,Beauty,1,450000,0.05,Credit Card,Thu Dau Mot,Completed
ORD002478,CUS00304,2026-07-08,P002,iPhone 15,Electronics,2,22000000,0.00,Banking,Bien Hoa,Completed
ORD002479,CUS01595,2026-02-24,P003,Samsung Galaxy S24,Electronics,3,18000000,0.05,E-Wallet,Thu Dau Mot,Completed
ORD002480,CUS00803,2026-03-19,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.20,E-Wallet,Vung Tau,Completed
ORD002481,CUS01989,2026-07-30,P007,Nike Sneakers,Fashion,2,2500000,0.00,E-Wallet,Ho Chi Minh,Completed
ORD002482,CUS00388,2026-03-11,P005,Men T-Shirt,Fashion,1,250000,0.00,Banking,Ho Chi Minh,Completed
ORD002483,CUS00099,2026-08-10,P006,Women Dress,Fashion,4,650000,0.00,E-Wallet,Ho Chi Minh,Completed
ORD002484,CUS00069,2026-08-07,P003,Samsung Galaxy S24,Electronics,1,18000000,0.05,Banking,Ha Noi,Completed
ORD002485,CUS00617,2026-03-15,P001,Laptop ASUS,Electronics,2,25000000,0.10,Credit Card,Hai Phong,Pending
ORD002486,CUS01601,2026-07-27,P007,Nike Sneakers,Fashion,1,2500000,0.15,Cash,Hue,Completed
ORD002487,CUS01450,2026-08-19,P012,Data Engineering Book,Books,3,450000,0.10,Cash,Vung Tau,Completed
ORD002488,CUS01340,2026-02-22,P013,Lipstick,Beauty,5,450000,0.10,E-Wallet,Ho Chi Minh,Completed
ORD002489,CUS00619,2026-03-11,P001,Laptop ASUS,Electronics,1,25000000,0.00,Credit Card,Bien Hoa,Completed
ORD002490,CUS00335,2026-02-18,P001,Laptop ASUS,Electronics,2,25000000,0.05,Credit Card,Ha Noi,Completed
ORD002491,CUS01495,2026-08-30,P006,Women Dress,,3,650000,0.00,Banking,Da Nang,Completed
ORD002492,CUS00479,2026-01-01,P013,Lipstick,Beauty,1,450000,0.10,Credit Card,Ho Chi Minh,Completed
ORD002493,CUS00471,2026-01-07,P001,Laptop ASUS,Electronics,1,25000000,0.10,Credit Card,Bien Hoa,
ORD002494,CUS00877,2026-07-12,P015,Badminton Racket,Sports,4,900000,0.00,Credit Card,Ha Noi,Completed
ORD002495,CUS01250,2026-04-27,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.20,Banking,Ho Chi Minh,Completed
ORD002496,CUS00161,2026-08-06,P001,Laptop ASUS,Electronics,4,25000000,0.20,Credit Card,Bien Hoa,Pending
ORD002497,CUS00482,2026-01-09,P003,Samsung Galaxy S24,Electronics,2,18000000,0.00,Banking,Da Nang,Completed
ORD002498,CUS01191,2026-07-26,P013,Lipstick,Beauty,5,450000,0.00,Banking,Hai Phong,Returned
ORD002499,CUS01633,2026-02-02,P011,Python Programming Book,Books,4,300000,0.00,Credit Card,Thu Dau Mot,Completed
ORD002500,CUS00531,2026-06-18,P014,Yoga Mat,Sports,1,400000,0.00,E-Wallet,Ha Noi,Completed
ORD002501,CUS00658,2026-07-14,P008,Rice Cooker,Home Appliances,1,1500000,0.15,E-Wallet,Ho Chi Minh,Completed
ORD002502,CUS00737,2026-06-08,P007,Nike Sneakers,Fashion,2,2500000,0.10,Banking,Hai Phong,Completed
ORD002503,CUS01036,2026-08-03,P006,Women Dress,Fashion,1,650000,1.50,Credit Card,Thu Dau Mot,Completed
ORD002504,CUS00703,2026-04-25,P012,Data Engineering Book,Books,2,450000,0.20,Banking,Da Nang,Completed
ORD002505,CUS00995,2026-03-07,P004,Sony Headphones,Electronics,1,3500000,0.00,Cash,Ho Chi Minh,Completed
ORD002506,CUS00245,2026-05-31,P001,Laptop ASUS,Electronics,2,25000000,0.00,Cash,Hue,Completed
ORD002507,CUS01881,2026-07-02,P013,Lipstick,Beauty,2,450000,0.00,Credit Card,Ho Chi Minh,Pending
ORD002508,CUS01421,2026-01-21,P005,Men T-Shirt,Fashion,4,250000,0.15,Banking,Ho Chi Minh,Returned
ORD002509,CUS00516,2026-13-45,P010,Vacuum Cleaner,Home Appliances,2,4200000,0.20,E-Wallet,Bien Hoa,Completed
ORD002510,CUS00360,2026-02-16,P003,Samsung Galaxy S24,electronics,4,18000000,0.20,Banking,Ho Chi Minh,Completed
ORD002511,CUS00044,2026-04-10,P003,Samsung Galaxy S24,Electronics,1,18000000,0.00,Credit Card,Ha Noi,Completed
ORD002512,CUS00534,2026-06-21,P013,Lipstick,Beauty,1,450000,0.00,E-Wallet,Bien Hoa,Completed
ORD002513,CUS01673,2026-03-10,P009,Air Fryer,Home Appliances,1,2800000,0.10,E-Wallet,Thu Dau Mot,Completed
ORD002514,CUS01063,2026-05-20,P014,Yoga Mat,Sports,2,400000,0.05,Banking,Ha Noi,Pending
ORD002515,CUS01762,2026-04-22,P001,Laptop ASUS,Electronics,1,25000000,0.15,Cash,Ho Chi Minh,Completed
ORD002516,CUS00389,2026-07-15,P006,Women Dress,Fashion,1,650000,0.15,Cash,Ho Chi Minh,Completed
ORD002517,CUS00429,2026-02-20,P011,Python Programming Book,Books,2,300000,0.10,Banking,Ho Chi Minh,Cancelled
ORD002518,CUS00654,2026-07-06,P008,Rice Cooker,Home Appliances,4,1500000,0.15,Banking,Ha Noi,Cancelled
ORD002519,CUS01112,2026-01-26,P006,Women Dress,Fashion,2,650000,0.00,Cash,Da Nang,Cancelled
ORD002520,CUS01214,2026-03-03,P003,Samsung Galaxy S24,Electronics,1,18000000,0.10,Banking,Ho Chi Minh,Completed
ORD002521,CUS01362,2026-07-13,P013,Lipstick,Beauty,1,450000,0.00,Credit Card,Bien Hoa,Completed
ORD002522,CUS00353,2026-07-24,P007,Nike Sneakers,Fashion,1,2500000,0.00,Banking,Ha Noi,Completed
ORD002523,CUS01277,2026-05-21,P005,Men T-Shirt,Fashion,2,250000,0.05,Banking,Ho Chi Minh,Completed
ORD002524,CUS01103,2026-07-02,P011,Python Programming Book,Books,1,300000,0.15,Credit Card,Thu Dau Mot,Completed
ORD002525,CUS00132,2026-07-03,P003,Samsung Galaxy S24,Electronics,1,18000000,0.00,Banking,Thu Dau Mot,Completed
ORD002526,CUS01535,2026-03-22,P006,Women Dress,Fashion,4,650000,0.00,Cash,Da Nang,Cancelled
ORD002527,CUS00855,2026-06-13,P009,Air Fryer,Home Appliances,1,2800000,0.00,Banking,Da Nang,Completed
ORD002528,CUS01140,2026-06-13,P005,Men T-Shirt,Fashion,1,250000,0.05,Cash,Thu Dau Mot,Completed
ORD002529,CUS01628,2026-04-19,P001,Laptop ASUS,Electronics,4,25000000,0.10,Credit Card,Da Nang,Completed
ORD002530,CUS01067,2026-04-24,P006,Women Dress,Fashion,5,650000,0.20,Credit Card,Vung Tau,Completed
ORD002531,CUS01588,2026-07-20,P005,Men T-Shirt,Fashion,1,250000,0.00,Banking,Can Tho,Completed
ORD002532,CUS01465,2026-08-26,P003,Samsung Galaxy S24,Electronics,1,18000000,0.00,Banking,ho chi minh,Completed
ORD002533,CUS00583,2026-02-09,P001,Laptop ASUS,Electronics,2,25000000,0.00,Banking,Ha Noi,Completed
ORD002534,CUS01164,2026-07-23,P015,Badminton Racket,Sports,3,900000,0.00,Credit Card,Can Tho,Completed
ORD002535,CUS00833,2026-06-20,P013,Lipstick,Beauty,5,450000,0.05,Credit Card,Da Nang,Completed
ORD002536,CUS01431,2026-03-24,P009,Air Fryer,Home Appliances,2,2800000,0.00,Banking,Ha Noi,Completed
ORD002537,CUS01410,2026-07-23,P012,Data Engineering Book,Books,1,450000,0.00,Banking,Ho Chi Minh,Completed
ORD002538,CUS00397,2026-06-07,P006,Women Dress,fashion,4,650000,0.00,Banking,Ho Chi Minh,Pending
ORD002539,CUS00501,2026-08-29,P005,Men T-Shirt,Fashion,1,250000,0.20,Banking,Ha Noi,Completed
ORD002540,CUS00856,2026-08-20,P015,Badminton Racket,Sports,1,-100000,0.15,Cash,Ho Chi Minh,Completed
ORD002541,CUS01429,2026-05-27,P009,Air Fryer,Home Appliances,1,2800000,0.10,E-Wallet,Thu Dau Mot,Completed
ORD002542,CUS01822,2026-03-28,P009,Air Fryer,Home Appliances,2,2800000,0.10,Cash,Nha Trang,Completed
ORD002543,CUS00991,2026-05-24,P014,Yoga Mat,Sports,1,400000,0.05,Cash,Nha Trang,Returned
ORD002544,CUS01662,2026-07-25,P015,Badminton Racket,Sports,1,900000,0.10,Credit Card,Ho Chi Minh,Completed
ORD002545,CUS00223,2026-01-03,P013,Lipstick,Beauty,1,450000,0.20,,Ho Chi Minh,Cancelled
ORD002546,CUS01247,2026-02-22,P012,Data Engineering Book,Books,2,450000,0.15,Cash,Ho Chi Minh,Cancelled
ORD002547,CUS01510,2026-06-28,P008,Rice Cooker,Home Appliances,1,1500000,0.10,Banking,Vung Tau,Completed
ORD002548,CUS00041,2026-05-29,P012,Data Engineering Book,Books,1,450000,0.10,Banking,Ho Chi Minh,Completed
ORD002549,CUS00759,2026-07-06,P012,Data Engineering Book,Books,1,450000,0.15,Credit Card,Thu Dau Mot,Pending
ORD002550,CUS01578,2026-01-05,P004,Sony Headphones,Electronics,1,3500000,0.10,E-Wallet,Ho Chi Minh,Cancelled
ORD002551,CUS00227,2026-04-19,P012,Data Engineering Book,Books,1,450000,,Cash,Da Nang,Completed
ORD002552,CUS01019,2026-02-22,P011,Python Programming Book,Books,1,300000,0.20,E-Wallet,Ho Chi Minh,Completed
ORD002553,CUS01426,2026-08-13,P006,Women Dress,Fashion,2,650000,0.00,Cash,Ha Noi,
ORD002554,CUS00663,2026-05-10,P003,Samsung Galaxy S24,Electronics,2,18000000,0.15,Credit Card,Vung Tau,Completed
ORD002555,CUS01234,2026-03-14,P004,Sony Headphones,Electronics,2,3500000,0.00,Cash,Bien Hoa,Cancelled
ORD002556,CUS01765,2026-06-15,P010,Vacuum Cleaner,Home Appliances,1,4200000,-0.20,Banking,Can Tho,Completed
ORD002557,CUS00129,2026-07-19,P005,Men T-Shirt,Fashion,2,250000,0.10,Banking,Ho Chi Minh,Completed
ORD002558,CUS00629,2026-07-16,P008,Rice Cooker,Home Appliances,1,1500000,0.05,Cash,Thu Dau Mot,Completed
ORD002559,CUS00155,2026-08-07,P005,Men T-Shirt,Fashion,3,250000,0.15,E-Wallet,Ho Chi Minh,Completed
ORD002560,CUS01719,2026-05-31,P005,Men T-Shirt,Fashion,2,250000,0.00,Credit Card,Da Nang,Pending
ORD002561,CUS00780,2026-03-19,P002,iPhone 15,Electronics,2,22000000,0.05,Banking,Ho Chi Minh,Completed
ORD002562,CUS01311,2026-05-13,P011,Python Programming Book,Books,4,300000,0.05,E-Wallet,Ho Chi Minh,Cancelled
ORD002563,CUS00336,2026-04-15,P001,Laptop ASUS,Electronics,1,25000000,0.10,Banking,Can Tho,Completed
ORD002564,CUS01115,2026-02-18,P014,Yoga Mat,Sports,3,400000,0.05,Credit Card,Bien Hoa,Completed
ORD002565,CUS01106,2026-06-07,P015,Badminton Racket,SPORTS,4,900000,0.00,Banking,Ha Noi,Pending
ORD002566,CUS00486,2026-06-24,P009,Air Fryer,Home Appliances,1,2800000,0.20,E-Wallet,Da Nang,Completed
ORD002567,CUS00485,2026-01-30,P014,Yoga Mat,Sports,5,400000,0.05,E-Wallet,Ho Chi Minh,Completed
ORD002568,CUS00707,2026-07-25,P011,Python Programming Book,Books,2,300000,0.00,Credit Card,Thu Dau Mot,Completed
ORD002569,CUS00417,2026-01-31,P011,Python Programming Book,Books,5,300000,0.10,Banking,Da Nang,Completed
ORD002570,CUS01691,2026-05-18,P004,Sony Headphones,Electronics,2,3500000,0.05,Credit Card,Da Nang,Completed
ORD002571,CUS01872,2026-07-01,P008,Rice Cooker,Home Appliances,2,1500000,0.15,Credit Card,Ha Noi,Completed
ORD002572,CUS00064,2026-02-25,P001,Laptop ASUS,Electronics,1,25000000,0.05,E-Wallet,Ho Chi Minh,Completed
ORD002573,CUS00606,2026-04-09,P015,Badminton Racket,Sports,1,900000,0.15,E-Wallet,Ha Noi,Completed
ORD002574,CUS01956,2026-05-29,P006,Women Dress,Fashion,4,650000,0.05,Banking,Vung Tau,Completed
ORD002575,CUS01594,2026-02-11,P013,Lipstick,Beauty,4,450000,0.15,Credit Card,Thu Dau Mot,Completed
ORD002576,CUS00872,2026-07-06,P015,Badminton Racket,Sports,4,900000,0.00,Banking,Ho Chi Minh,Completed
ORD002577,CUS01301,2026-06-10,P015,Badminton Racket,Sports,1,900000,0.00,Banking,Ha Noi,Cancelled
ORD002578,CUS01109,2026-03-26,P005,Men T-Shirt,Fashion,1,250000,0.15,Banking,Ha Noi,Completed
ORD002579,CUS01688,2026-07-18,P014,Yoga Mat,Sports,1,400000,0.00,Credit Card,Ho Chi Minh,Completed
ORD002580,CUS01493,2026-04-04,P006,Women Dress,Fashion,1,650000,0.15,Banking,Bien Hoa,Completed
ORD002581,CUS00379,2026-08-30,P011,Python Programming Book,Books,3,300000,0.20,Cash,Ho Chi Minh,Completed
ORD002582,CUS01298,2026-08-16,P003,Samsung Galaxy S24,Electronics,1,18000000,0.05,Credit Card,Da Nang,Completed
ORD002583,CUS01139,2026-04-22,P006,Women Dress,Fashion,1,650000,0.05,Banking,Da Nang,Completed
ORD002584,CUS01724,2026-04-23,P011,Python Programming Book,Books,3,300000,0.00,Credit Card,Hue,Completed
ORD002585,CUS01260,2026-01-03,P006,Women Dress,Fashion,1,650000,0.00,Credit Card,Can Tho,Completed
ORD002586,CUS00190,2026-03-15,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.10,Banking,HANOI,Completed
ORD002587,CUS00290,2026-03-28,P013,Lipstick,Beauty,2,450000,0.20,E-Wallet,Ho Chi Minh,Pending
ORD002588,CUS00945,2026-02-19,P014,Yoga Mat,Sports,1,400000,,Credit Card,Ho Chi Minh,Pending
ORD002589,CUS00417,2026-01-08,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.15,Banking,Ho Chi Minh,Completed
ORD002590,CUS00171,2026-08-03,P007,Nike Sneakers,Fashion,2,2500000,0.00,E-Wallet,Da Nang,Completed
ORD002591,CUS00875,2026-08-17,P003,Samsung Galaxy S24,Electronics,1,18000000,0.15,E-Wallet,Thu Dau Mot,Completed
ORD002592,CUS01627,2026-02-18,P006,Women Dress,Fashion,1,650000,0.00,Banking,Da Nang,Completed
ORD002593,CUS00129,2026-04-04,P011,Python Programming Book,Books,1,300000,0.05,Credit Card,Thu Dau Mot,completed
ORD002594,CUS01493,2026-03-26,P006,Women Dress,Fashion,3,650000,0.15,Banking,Da Nang,Cancelled
ORD002595,CUS00871,2026-07-07,P006,Women Dress,Fashion,1,650000,0.10,Credit Card,Bien Hoa,Completed
ORD002596,CUS01912,2026-02-26,P007,Nike Sneakers,Fashion,1,2500000,0.00,E-Wallet,Ho Chi Minh,Pending
ORD002597,CUS01204,2026-06-09,P003,Samsung Galaxy S24,Electronics,4,18000000,0.20,Cash,Ho Chi Minh,Cancelled
ORD002598,CUS01249,2026-06-19,P001,Laptop ASUS,Electronics,3,25000000,0.20,Banking,Ho Chi Minh,Completed
ORD002599,CUS00983,2026-03-01,P006,Women Dress,Fashion,2,650000,0.00,E-Wallet,Hai Phong,Completed
ORD002600,CUS01443,2026-01-20,P002,iPhone 15,Electronics,1,22000000,0.15,Banking,Ho Chi Minh,Completed
ORD002601,CUS00568,2026-07-17,P007,Nike Sneakers,Fashion,3,2500000,0.05,Cash,Vung Tau,Pending
ORD002602,CUS01484,2026-05-12,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.15,E-Wallet,Ha Noi,Completed
ORD002603,CUS00673,2026-06-19,P008,Rice Cooker,Home Appliances,1,1500000,0.15,Banking,Da Nang,Completed
ORD002604,CUS00106,2026-02-03,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.15,Credit Card,Da Nang,Completed
ORD002605,CUS01733,2026-06-03,P011,Python Programming Book,Books,3,300000,0.05,Credit Card,Ho Chi Minh,Completed
ORD002606,CUS00926,2026-08-15,P014,Yoga Mat,Sports,1,400000,,Cash,Da Nang,Cancelled
ORD002607,CUS01896,2026-04-04,P005,Men T-Shirt,Fashion,3,250000,0.00,Credit Card,Bien Hoa,Completed
ORD002608,CUS01072,2026-02-06,P007,Nike Sneakers,Fashion,2,2500000,0.20,Banking,da nang,Completed
ORD002609,CUS01739,2026-06-25,P007,Nike Sneakers,Fashion,1,2500000,0.00,Cash,Hue,Pending
ORD002610,CUS00564,2026-08-11,P002,iPhone 15,Electronics,2,22000000,0.00,Cash,Can Tho,Cancelled
ORD002611,CUS01475,2026-06-28,P014,Yoga Mat,Sports,1,400000,0.00,Credit Card,Da Nang,Completed
ORD002612,CUS01148,2026-08-30,P003,Samsung Galaxy S24,Electronics,1,18000000,0.00,Banking,Bien Hoa,Completed
ORD002613,CUS01346,2026-04-17,P014,Yoga Mat,Sports,2,400000,0.00,Cash,Ha Noi,Completed
ORD002614,CUS01713,2026-06-07,P013,Lipstick,Beauty,1,450000,0.10,Banking,Bien Hoa,Completed
ORD002615,CUS01613,2026-06-01,P004,Sony Headphones,Electronics,1,3500000,0.15,Banking,Da Nang,Completed
ORD002616,CUS01324,2026-08-12,P003,Samsung Galaxy S24,Electronics,1,18000000,0.20,Credit Card,Da Nang,Completed
ORD002617,CUS01693,2026-06-04,P006,Women Dress,Fashion,3,650000,0.20,Banking,Ho Chi Minh,Completed
ORD002618,CUS00614,2026-03-15,P003,Samsung Galaxy S24,Electronics,1,18000000,0.00,E-Wallet,Vung Tau,Completed
ORD002619,CUS01017,2026-03-25,P009,Air Fryer,Home Appliances,1,2800000,0.10,Banking,Hai Phong,completed
ORD002620,CUS00822,2026-06-07,P010,Vacuum Cleaner,Home Appliances,1,4200000,0.15,Banking,Ho Chi Minh,Completed
ORD002621,CUS01998,2026-08-25,P006,Women Dress,Fashion,3,650000,0.10,Banking,Can Tho,Completed
ORD002622,CUS00505,2026-02-11,P011,Python Programming Book,Books,3,300000,0.10,Banking,Ha Noi,Completed
ORD002623,CUS01618,2026-08-04,P006,Women Dress,Fashion,1,650000,0.00,Credit Card,Hai Phong,Completed
ORD002624,CUS01717,2026-05-08,P003,Samsung Galaxy S24,Electronics,1,18000000,0.00,Credit Card,Thu Dau Mot,Completed
ORD002625,CUS01569,2026-06-14,P007,Nike Sneakers,Fashion,1,2500000,0.00,Banking,Da Nang,Completed
ORD002626,CUS00526,2026-01-23,P005,Men T-Shirt,Fashion,2,250000,0.00,Banking,Ho Chi Minh,Returned
ORD002627,CUS01964,2026-13-45,P008,Rice Cooker,Home Appliances,4,1500000,0.05,Credit Card,Thu Dau Mot,Cancelled
ORD002628,CUS01697,2026-03-12,P007,Nike Sneakers,Fashion,5,2500000,0.00,Banking,Da Nang,Completed
